X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13174472.29,4022182.528,1103,08FG2303,Aug-25,2008/07/08 00:00:00+00,1520,Inland,Fresh Water,Yes,Dominguez  Channel,Inglewood,Los Angeles,33.950683,-118.348286
-13174670.44,4041245.535,1104,08FG0331,08-0571,2008/01/19 00:00:00+00,1600,Inland,Fresh Water,Yes,Strom Drain to Unknown Waterway,West Hollywood,Los Angeles,34.092616,-118.350066
-13174762.28,4022144.148,1105,08FG2419,Aug-10,2008/07/19 00:00:00+00,1200,Inland,Fresh Water,Yes,Domingez Channel > Cabrillo Beach,Inglewood,Los Angeles,33.950397,-118.350891
-13174833.08,4037388.268,1106,08FG1544,Aug-81,2008/04/28 00:00:00+00,845,Inland,Fresh Water,Yes,storm drain,Los Angeles,Los Angeles,34.063916,-118.351527
-13174924.36,4017585.705,1107,08FG3480,Aug-45,2008/10/31 00:00:00+00,945,Inland,Fresh Water,Yes,"Storm Drain, runs to an unknown storm water channe",Hawthorne,Los Angeles,33.916422,-118.352347
-13174954.97,4012706.864,1108,08FG0300,08-0497,2008/01/16 00:00:00+00,1754,Inland,Fresh Water,Yes,Storm drain,Lawndale,Los Angeles,33.880044,-118.352622
-13175114.49,4037517.136,1109,08FG0542,08-0891,2008/01/29 00:00:00+00,830,Inland,Fresh Water,Yes,BALONA CREEK,LOS ANGELES,Los Angeles,34.064875,-118.354055
-13175433.98,4032097.739,1110,08FG3105,Aug-15,2008/09/23 00:00:00+00,1714,Inland,Fresh Water,Yes,Storm Drain that leads to Ballona Creek,Los Angeles,Los Angeles,34.024536,-118.356925
-13175611.42,4027250.019,1111,08FG1631,Aug-56,2008/05/05 00:00:00+00,653,Inland,Fresh Water,Yes,Storm drain,Windsor Hills,Los Angeles,33.988436,-118.358519
-13175921.89,4013688.286,1112,08FG3905,Aug-42,2008/12/11 00:00:00+00,1540,Inland,Fresh Water,Yes,Storm Drain,Lawndale,Los Angeles,33.887363,-118.361308
-13175957.74,4048062.117,1113,08FG1909,Aug-02,2008/06/01 00:00:00+00,444,Inland,Fresh Water,Yes,Flood Control Channel to the Pacific Ocean,Universal City,Los Angeles,34.143311,-118.36163
-13176424.39,4048155.866,1114,08FG1159,08-1646,2008/02/27 00:00:00+00,800,Inland,Fresh Water,Yes,la river,Los Angeles,Los Angeles,34.144008,-118.365822
-13176436.41,4025080.761,1115,08FG2953,Aug-34,2008/09/07 00:00:00+00,700,Inland,Fresh Water,Yes,Centinela Channel,Inglewood,Los Angeles,33.972277,-118.36593
-13177349.57,4041550.677,1116,08FG1394,Aug-30,2008/04/11 00:00:00+00,1355,Inland,Fresh Water,Yes,Storm Drain,West Hollywood,Los Angeles,34.094886,-118.374133
-13177366.82,4040736.623,1117,08FG2125,Aug-99,2008/06/20 00:00:00+00,1845,Inland,Fresh Water,Yes,storm drain,Sun Valley,Los Angeles,34.08883,-118.374288
-13177445.41,4024971.497,1118,08FG2488,Aug-60,2008/07/26 00:00:00+00,1335,Inland,Fresh Water,Yes,Storm drain to Ballona Creek,Los Angeles,Los Angeles,33.971463,-118.374994
-13177585.23,4002364.214,1119,08FG0137,08-0188,2008/01/05 00:00:00+00,1745,Inland,Fresh Water,Yes,Storm Drain,Palos Verdes,Los Angeles,33.802875,-118.37625
-13177655.03,4027837.41,1120,08FG0692,08-1180,2008/02/07 00:00:00+00,1945,Inland,Fresh Water,Yes,storm drain,Los Angeles,Los Angeles,33.992811,-118.376877
-13177778.15,4086884.058,1121,08FG2430,Aug-31,2008/07/21 00:00:00+00,1330,Inland,Fresh Water,Yes,Containment to a water supply pond on the property,Canyon Country,Los Angeles,34.43145,-118.377983
-13178270.4,4019608.503,1122,08FG2566,Aug-46,2008/08/04 00:00:00+00,900,Inland,Fresh Water,Yes,storm drain,Los Angeles,Los Angeles,33.9315,-118.382405
-13178352.33,4021932.789,1123,08FG3093,Aug-87,2008/09/22 00:00:00+00,200,Inland,Fresh Water,Yes,Storm drain,Los Angeles,Los Angeles,33.948822,-118.383141
-13178430.26,4019614.004,1124,08FG2536,Aug-71,2008/07/31 00:00:00+00,857,Marine,Marine,Yes,Dominguez Channel,Torrance,Los Angeles,33.931541,-118.383841
-13178512.86,4031483.266,1125,08FG3295,Aug-63,2008/10/12 00:00:00+00,1045,Inland,Fresh Water,Yes,Storm Drain / Unknown,Los Angeles,Los Angeles,34.019961,-118.384583
-13178604.03,4039646.827,1126,08FG1424,Aug-04,2008/04/14 00:00:00+00,1815,Inland,Fresh Water,Yes,storm drain,West Hollywood,Los Angeles,34.080722,-118.385402
-13178634.42,4022290.558,1127,08FG1321,Aug-78,2008/04/05 00:00:00+00,1130,Inland,Fresh Water,Yes,Storm Drain,West Los Angeles,Los Angeles,33.951488,-118.385675
-13178637.42,4005686.236,1128,08FG0954,08-1739,2008/03/01 00:00:00+00,1003,Inland,Fresh Water,Yes,Storm drain,Redondo Beach,Los Angeles,33.827669,-118.385702
-13178979.51,4031441.094,1129,08FG4086,Aug-28,2008/12/29 00:00:00+00,1545,Inland,Fresh Water,Yes,Storm Drain leads to Ballona Creek,Culver City,Los Angeles,34.019647,-118.388775
-13178984.07,4031333.649,1130,08FG2319,Aug-68,2008/07/07 00:00:00+00,1430,Inland,Fresh Water,Yes,Ballona Creek,Culver City,Los Angeles,34.018847,-118.388816
-13179064.22,4015647.894,1131,08FG1320,Aug-75,2008/04/05 00:00:00+00,300,Inland,Fresh Water,Yes,storm drain,El Segundo,Los Angeles,33.901975,-118.389536
-13179091.38,4040669.012,1132,08FG2106,Aug-39,2008/06/18 00:00:00+00,1300,Inland,Fresh Water,Yes,Storm Drain,West Hollywood,Los Angeles,34.088327,-118.38978
-13179214.5,4048031.45,1133,08FG3148,Aug-12,2008/09/27 00:00:00+00,1100,Inland,Fresh Water,Yes,Gutter/Sewer,Studio City,Los Angeles,34.143083,-118.390886
-13179263.04,4015646.687,1134,08FG2702,Aug-63,2008/08/15 00:00:00+00,1400,Inland,Land,Yes,Contained in the storm drain,El Segundo,Los Angeles,33.901966,-118.391322
-13179383.04,3999596.285,1135,08FG0893,08-1571,2008/02/25 00:00:00+00,930,Inland,Fresh Water,Yes,Storm drain,Palos Verdes,Los Angeles,33.782211,-118.3924
-13179494.58,4017568.534,1136,08FG3958,Aug-55,2008/12/16 00:00:00+00,1420,Inland,Fresh Water,Yes,Storm drain,El Segundo,Los Angeles,33.916294,-118.393402
-13179530.54,4019380.42,1137,08FG1940,Aug-68,2008/06/02 00:00:00+00,1630,Inland,Fresh Water,Yes,storm drain to the Ocean,El Segundo,Los Angeles,33.9298,-118.393725
-13179644.31,4025370.169,1138,08FG2747,Aug-54,2008/08/19 00:00:00+00,1042,Marine,Marine,Yes,Pacific Ocean,Marina Del Rey,Los Angeles,33.974433,-118.394747
-13179647.98,4028997.646,1139,08FG1222,Aug-43,2008/03/26 00:00:00+00,900,Inland,Fresh Water,Yes,storm drain,Culver City,Los Angeles,34.001452,-118.39478
-13179823.3,3950812.757,1140,08FG3213,Aug-73,2008/10/03 00:00:00+00,2100,Marine,Marine,Yes,Goat Harbor - Catalina harbor,Catalina Island,Los Angeles,33.4172,-118.396355
-13179831.1,4046364.413,1141,08FG3221,Aug-83,2008/10/04 00:00:00+00,1138,Inland,Fresh Water,Yes,Catch Basin / Ballona Creek / to Pacific Ocean,Los Angeles,Los Angeles,34.130688,-118.396425
-13179831.1,4000638.734,1142,08FG2798,Aug-66,2008/08/24 00:00:00+00,2140,Inland,Fresh Water,Yes,Storm Drain to unknown waterway,Palos Verdes Estates,Los Angeles,33.789994,-118.396425
-13179843.12,4008338.756,1143,08FG0428,08-0737,2008/01/26 00:00:00+00,800,Marine,Marine,Yes,Redondo Beach Marina,Redondo Beach,Los Angeles,33.847461,-118.396533
-13180179.86,3997832.922,1144,08FG4068,Aug-83,2008/12/27 00:00:00+00,1500,Inland,Fresh Water,Yes,storm drain,Rancho Palos Verdes,Los Angeles,33.769044,-118.399558
-13180220.72,3999233.867,1145,08FG3752,Aug-05,2008/11/27 00:00:00+00,935,Inland,Fresh Water,Yes,Storm drain,Rancho Palos Verdes,Los Angeles,33.779505,-118.399925
-13180221.61,4001199.845,1146,08FG1145,Aug-96,2008/03/20 00:00:00+00,10,Inland,Fresh Water,Yes,storm drain,Palos Verdes Estates,Los Angeles,33.794183,-118.399933
-13180239.87,4036828.736,1147,08FG1037,Aug-40,2008/03/10 00:00:00+00,720,Inland,Fresh Water,Yes,Storm Drain,Beverly Hills,Los Angeles,34.059752,-118.400097
-13180282.17,4018091.303,1148,08FG1407,Aug-50,2008/04/12 00:00:00+00,1720,Inland,Fresh Water,Yes,storm drain,El Segundo,Los Angeles,33.920191,-118.400477
-13180482.32,4031334.052,1149,08FG1256,Aug-26,2008/03/29 00:00:00+00,1030,Inland,Fresh Water,Yes,"Drainage Ditch, Tributary of Pacific Ocean",Culver City,Los Angeles,34.01885,-118.402275
-13180703.62,4000933.015,1150,08FG3960,Aug-58,2008/12/16 00:00:00+00,1145,Inland,Fresh Water,Yes,Storm Drain,Palos Verdes Estates,Los Angeles,33.792191,-118.404263
-13181059.84,3996603.537,1151,08FG3953,Aug-47,2008/12/16 00:00:00+00,800,Inland,Fresh Water,Yes,Storm Drain,Rancho Palos Verdes,Los Angeles,33.759863,-118.407463
-13181113.06,4071497.613,1152,08FG1930,Aug-45,2008/06/02 00:00:00+00,1630,Inland,Fresh Water,Yes,L.A. River,Los Angeles,Los Angeles,34.317369,-118.407941
-13181181.41,4013743.132,1153,08FG3549,Aug-32,2008/11/07 00:00:00+00,900,Inland,Fresh Water,Yes,Storm Drain,Manhattan Beach,Los Angeles,33.887772,-118.408555
-13181348.05,4000409.957,1154,08FG2412,Aug-98,2008/07/19 00:00:00+00,2247,Inland,Fresh Water,Yes,Storm Drain,Palos Verdes,Los Angeles,33.788286,-118.410052
-13181528.06,4070398.121,1155,08FG2448,Aug-74,2008/07/23 00:00:00+00,853,Inland,Fresh Water,Yes,Pacoima Wash,Pacoima,Los Angeles,34.309211,-118.411669
-13181752.81,4019625.274,1156,08FG2533,Aug-76,2008/06/16 00:00:00+00,1100,Inland,Fresh Water,Yes,storm drain,Los Angeles,Los Angeles,33.931625,-118.413688
-13181960.98,4027023.26,1157,08FG1540,Aug-70,2008/04/27 00:00:00+00,1500,Inland,Fresh Water,Yes,storm drain,Los Angeles,Los Angeles,33.986747,-118.415558
-13182015.41,4027009.03,1158,08FG0810,08-1416,2008/02/19 00:00:00+00,900,Marine,Marine,Yes,La Baloona Creek,Los Angeles,Los Angeles,33.986641,-118.416047
-13182200.87,4028793.277,1159,08FG2923,Aug-70,2008/09/04 00:00:00+00,1230,Inland,Fresh Water,Yes,Balboa Creek,Culver City,Los Angeles,33.99993,-118.417713
-13182266.77,4017944.544,1160,08FG4036,Aug-21,2008/12/24 00:00:00+00,930,Inland,Fresh Water,Yes,Storm Drain / Pacific Ocean,El Segundo,Los Angeles,33.919097,-118.418305
-13182592.72,4015404.601,1161,08FG1464,Aug-91,2008/04/15 00:00:00+00,1100,Marine,Marine,Yes,El Porto Surf Zone,Manhattan Beach,Los Angeles,33.900161,-118.421233
-13182677.1,4021327.452,1162,08FG2544,Aug-02,2008/08/01 00:00:00+00,1330,Marine,Marine,Yes,Storm Drain,Los Angeles,Los Angeles,33.944311,-118.421991
-13183104.78,3954483.879,1163,08FG1303,Aug-27,2008/04/03 00:00:00+00,930,Marine,Marine,Yes,Santa Catalina Island,Catalina Island,Los Angeles,33.444722,-118.425833
-13183921.87,4016507.373,1164,08FG1750,Aug-25,2008/05/15 00:00:00+00,1045,Marine,Marine,Yes,Pacific Ocean,Los Angeles,Los Angeles,33.908383,-118.433173
-13184281.1,4018818.283,1165,08FG1054,Aug-90,2008/03/12 00:00:00+00,845,Marine,Marine,Yes,Pacific Ocean, ,Los Angeles,33.92561,-118.4364
-13184362.36,4038025.903,1166,08FG0688,08-1168,2008/02/07 00:00:00+00,1345,Inland,Fresh Water,Yes,storm drain,Los Angeles,Los Angeles,34.068661,-118.43713
-13184870.76,4037798.527,1167,08FG2221,Aug-33,2008/06/30 00:00:00+00,1305,Inland,Fresh Water,Yes,Unknown stormdrain,Los Angeles,Los Angeles,34.066969,-118.441697
-13184931.32,4026075.596,1168,08FG0787,08-1372,2008/02/14 00:00:00+00,1430,Marine,Marine,Yes,Santa Monica Bay,Marina Del Rey,Los Angeles,33.979688,-118.442241
-13185024.4,4260805.513,1169,08FG2836,Aug-68,2008/08/19 00:00:00+00,1000,Inland,Fresh Water,Yes,Unknown,Wofford Heights,Kern,35.710102,-118.443077
-13185296.56,4120064.505,1170,08FG1114,Aug-18,2008/03/17 00:00:00+00,1200,Inland,Fresh Water,Yes,Lake Elizabeth,Unincorporated county area,Los Angeles,34.676933,-118.445522
-13185448.95,4031101.169,1171,08FG3989,Aug-29,2008/12/19 00:00:00+00,1330,Inland,Fresh Water,Yes,Storm Drain / Pacific Ocean,Santa Monica,Los Angeles,34.017116,-118.446891
-13185658.34,4025308.957,1172,08FG1541,Aug-74,2008/04/28 00:00:00+00,200,Marine,Marine,Yes,Pacific Ocean,Los Angeles,Los Angeles,33.973977,-118.448772
-13185663.58,4049871.594,1173,08FG0393,08-0692,2008/01/24 00:00:00+00,2040,Inland,Fresh Water,Yes,Storm drain,Los Angeles,Los Angeles,34.156763,-118.448819
-13185700.09,4025326.945,1174,08FG3462,Aug-04,2008/10/29 00:00:00+00,1500,Marine,Marine,Yes,Santa Monica Bay,Los Angeles,Los Angeles,33.974111,-118.449147
-13185798.05,4024991.363,1175,08FG2375,Aug-08,2008/07/16 00:00:00+00,914,Marine,Marine,Yes,"Marina Del Rey, Pacific Ocean",Marina Del Rey,Los Angeles,33.971611,-118.450027
-13185798.05,4024991.363,1176,08FG3238,Aug-13,2008/10/06 00:00:00+00,900,Marine,Marine,Yes,Marina Del Ray,Marina Del Rey,Los Angeles,33.971611,-118.450027
-13185862.39,4025483.866,1177,08FG2227,Aug-50,2008/07/01 00:00:00+00,1030,Marine,Marine,Yes,"Marina Del Rey Harbor, Tributary of Santa Monica H",Marina Del Rey,Los Angeles,33.97528,-118.450605
-13186125.89,4025445.877,1178,08FG1042,Aug-53,2008/03/08 00:00:00+00,730,Marine,Marine,Yes,Marina Del Rey,Marina Del Rey,Los Angeles,33.974997,-118.452972
-13186152.16,4027645.279,1179,08FG3479,Aug-43,2008/10/31 00:00:00+00,845,Inland,Fresh Water,Yes,"Storm Drain, Tributary of Belona Creek",Los Angeles,Los Angeles,33.99138,-118.453208
-13186321.25,4037906.839,1180,08FG3252,Aug-38,2008/10/06 00:00:00+00,1000,Inland,Fresh Water,Yes,Sepulveda Channel,Los Angeles,Los Angeles,34.067775,-118.454727
-13186351.64,4026751.398,1181,08FG3230,Aug-99,2008/10/05 00:00:00+00,1836,Marine,Marine,Yes,Pacific Ocean,Marina Del Rey,Los Angeles,33.984722,-118.455
-13186393.39,4026474.977,1182,08FG0591,08-0977,2008/01/30 00:00:00+00,1500,Marine,Marine,Yes,Pacific Ocean,Marina Del Rey,Los Angeles,33.982663,-118.455375
-13186393.61,4031356.346,1183,08FG0047,08-0042,2008/01/03 00:00:00+00,1700,Inland,Fresh Water,Yes,Storm drain,Santa Monica,Los Angeles,34.019016,-118.455377
-13186419.32,4026007.803,1184,08FG3854,Aug-33,2008/12/07 00:00:00+00,930,Marine,Marine,Yes,Marina Del Rey Marina,Marina Del Rey,Los Angeles,33.979183,-118.455608
-13186444.37,4028578.841,1185,08FG1496,Aug-69,2008/04/22 00:00:00+00,1103,Marine,Marine,Yes,Marina Del Rey,Marina Del Rey,Los Angeles,33.998333,-118.455833
-13186526.64,4025278.754,1186,08FG3183,Aug-95,2008/10/01 00:00:00+00,200,Marine,Marine,Yes,Marina Del Rey,Marina Del Rey,Los Angeles,33.973752,-118.456572
-13186526.64,4025278.754,1187,08FG3781,Aug-61,2008/11/30 00:00:00+00,1410,Marine,Marine,Yes,"Marina Harbor Anchorage, Tributary of Marina Del R",Marina Del Rey,Los Angeles,33.973752,-118.456572
-13186526.64,4025278.754,1188,08FG3410,Aug-91,2008/10/24 00:00:00+00,1545,Marine,Marine,Yes,Pacific Ocean,Marina Del Rey,Los Angeles,33.973752,-118.456572
-13186557.59,4068800.018,1189,08FG0833,08-1472,2008/02/20 00:00:00+00,1450,Inland,Fresh Water,Yes,"Storm drain, Los Angeles River",Los Angeles,Los Angeles,34.297352,-118.45685
-13187127.76,4029728.812,1190,08FG3681,Aug-63,2008/11/21 00:00:00+00,1000,Inland,Fresh Water,Yes,storm drain,Santa Monica,Los Angeles,34.006897,-118.461972
-13187154.59,4070477.095,1191,08FG1446,Aug-49,2008/04/16 00:00:00+00,1941,Inland,Fresh Water,Yes,Storm drain,Sylmar,Los Angeles,34.309797,-118.462213
-13187361.53,4031948.515,1192,08FG2325,Aug-86,2008/07/11 00:00:00+00,1030,Inland,Fresh Water,Yes,Storm Drain leads to Diversion and back to Treatme,Santa Monica,Los Angeles,34.023425,-118.464072
-13187453.93,4043774.837,1193,08FG3441,Aug-57,2008/10/27 00:00:00+00,1620,Inland,Fresh Water,Yes,Unknown,Los Angles,Los Angeles,34.11143,-118.464902
-13187486.1,4031211.297,1194,08FG0472,08-0782,2008/01/26 00:00:00+00,1130,Inland,Fresh Water,Yes,Storm Drain,Santa Monica,Los Angeles,34.017936,-118.465191
-13187665.44,4031866.316,1195,08FG3538,Aug-97,2008/11/06 00:00:00+00,800,Inland,Fresh Water,Yes,Storm Drain,Santa Monica,Los Angeles,34.022813,-118.466802
-13187667.88,4025748.852,1196,08FG1663,Aug-27,2008/05/07 00:00:00+00,830,Marine,Marine,Yes,Pacific Ocean,Venice,Los Angeles,33.977254,-118.466824
-13187769.07,4030407.382,1197,08FG1585,Aug-71,2008/05/01 00:00:00+00,800,Inland,Fresh Water,Yes,storm drain,Santa Monica,Los Angeles,34.01195,-118.467733
-13187950.86,4031744.765,1198,08FG3134,Aug-89,2008/09/26 00:00:00+00,900,Inland,Fresh Water,Yes,Storm drain,Santa Monica,Los Angeles,34.021908,-118.469366
-13187987.04,4050366.788,1199,08FG3943,Aug-22,2008/12/15 00:00:00+00,1153,Inland,Fresh Water,Yes,Storm Drain,Sherman Oaks,Los Angeles,34.160444,-118.469691
-13188373.32,4029941.792,1200,08FG3806,Aug-20,2008/12/02 00:00:00+00,1500,Inland,Fresh Water,Yes,Storm drain,Santa Monica,Los Angeles,34.008483,-118.473161
-13188554.77,4032032.058,1201,08FG3184,Aug-98,2008/10/01 00:00:00+00,1345,Inland,Fresh Water,Yes,Storm Drain,Santa Monica,Los Angeles,34.024047,-118.474791
-13188781.41,4033295.348,1202,08FG2425,Aug-20,2008/07/21 00:00:00+00,945,Inland,Fresh Water,Yes,Contained in storm drain,Santa Monica,Los Angeles,34.033452,-118.476827
-13188809.58,4027625.945,1203,08FG2632,Aug-93,2008/08/10 00:00:00+00,900,Inland,Fresh Water,Yes,Storm Drain,Venice,Los Angeles,33.991236,-118.47708
-13188960.75,4030558.464,1204,08FG3587,Aug-05,2008/11/11 00:00:00+00,910,Inland,Fresh Water,Yes,storm drain,Santa Monica,Los Angeles,34.013075,-118.478438
-13189028.21,4030743.392,1205,08FG0554,08-0914,2008/01/30 00:00:00+00,800,Inland,Fresh Water,Yes,Storm drain,Santa Monica,Los Angeles,34.014452,-118.479044
-13189124.72,4036601.518,1206,08FG1023,Aug-09,2008/03/08 00:00:00+00,1315,Inland,Fresh Water,Yes,Ballona Creek leads to Pacific Ocean,Los Angeles,Los Angeles,34.058061,-118.479911
-13189172.03,4030791.605,1207,08FG1391,Aug-21,2008/04/11 00:00:00+00,900,Inland,Fresh Water,Yes,Storm drain- dry season Containment area,Santa Monica,Los Angeles,34.014811,-118.480336
-13189612.97,4030282.757,1208,08FG2190,Aug-73,2008/05/12 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm Drain that leads to Pacific Ocean (2 blocks,Santa Monica,Los Angeles,34.011022,-118.484297
-13189680.65,4062466.426,1209,08FG3875,Aug-78,2008/12/08 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain,North Hills,Los Angeles,34.250336,-118.484905
-13189704.48,4087325.671,1210,08FG0763,08-1319,2008/02/13 00:00:00+00,1715,Inland,Fresh Water,Yes,Storm drain,Santa Clarita,Los Angeles,34.434722,-118.485119
-13190176.03,4069825.64,1211,08FG3366,Aug-58,2008/10/20 00:00:00+00,1310,Inland,Fresh Water,Yes, ,Sylmar,Los Angeles,34.304963,-118.489355
-13190624.75,4034898.537,1212,08FG2011,Aug-29,2008/06/10 00:00:00+00,1200,Inland,Fresh Water,Yes,"Storm Drain, runs to Montana Avenue Drainage Basin",Santa Monica,Los Angeles,34.045386,-118.493386
-13190669.84,4034862.263,1213,08FG1130,Aug-47,2008/03/18 00:00:00+00,1215,Inland,Fresh Water,Yes,Storm drain,Santa Monica,Los Angeles,34.045116,-118.493791
-13190680.97,4085409.257,1214,08FG1206,Aug-12,2008/03/25 00:00:00+00,830,Inland,Fresh Water,Yes,Storm drain,Santa Clarita,Los Angeles,34.420522,-118.493891
-13191624.06,3953148.39,1215,08FG3603,Aug-43,2008/11/09 00:00:00+00,1,Marine,Marine,Yes,Pacific,Avalon,Los Angeles,33.434711,-118.502363
-13191776.58,4085285.916,1216,08FG4009,Aug-69,2008/12/21 00:00:00+00,1805,Inland,Fresh Water,Yes,Storm Drain,Santa Clarita,Los Angeles,34.419608,-118.503733
-13191943.89,4074157.293,1217,08FG2248,Aug-91,2008/07/03 00:00:00+00,351,Inland,Fresh Water,Yes,storm drain,Newhall,Los Angeles,34.3371,-118.505236
-13192163.41,4031982.362,1218,08FG3655,Aug-82,2008/11/18 00:00:00+00,915,Inland,Fresh Water,Yes,Storm Drain,Santa Monica,Los Angeles,34.023677,-118.507208
-13192324.83,4090749.845,1219,08FG2462,Aug-07,2008/07/24 00:00:00+00,1528,Inland,Fresh Water,Yes,storm drain/Santa Clara River,Santa Clarita,Los Angeles,34.460088,-118.508658
-13195131.64,4090805.74,1220,08FG3097,Aug-94,2008/09/22 00:00:00+00,2330,Inland,Fresh Water,Yes,storm drain,Santa Clarita,Los Angeles,34.460502,-118.533872
-13195333.24,4063352.613,1221,08FG3556,Aug-48,2008/11/07 00:00:00+00,1000,Inland,Fresh Water,Yes,Aliso Canyon Wash - Flood Control Channel,Northridge,Los Angeles,34.256916,-118.535683
-13196531.92,4003273.74,1222,08FG1839,Aug-33,2008/05/24 00:00:00+00,1404,Marine,Marine,Yes,Pacific Ocean,Unincorporated county area,Los Angeles,33.809664,-118.546451
-13197293.35,4088641.707,1223,08FG0906,08-1596,2008/02/25 00:00:00+00,1753,Inland,Fresh Water,Yes,Storm drain,Saugus,Los Angeles,34.444472,-118.553291
-13197520,4049440.047,1224,08FG0400,08-0703,2008/01/25 00:00:00+00,1041,Inland,Fresh Water,Yes,storm drain,Encino,Los Angeles,34.153555,-118.555327
-13197593.03,4174520.771,1225,08FG0768,08-1328,2008/01/14 00:00:00+00,1200,Inland,Fresh Water,Yes,stream/creek,Tehachapi,Kern,35.07825,-118.555983
-13197859.3,4082594.472,1226,08FG1603,Aug-02,2008/05/02 00:00:00+00,1050,Inland,Fresh Water,Yes,Storm drain,Santa Clarita,Los Angeles,34.399661,-118.558375
-13197944.91,4110650.929,1227,08FG1507,Aug-88,2008/04/23 00:00:00+00,740,Inland,Fresh Water,Yes,Creek to Castaic Lake,Castaic,Los Angeles,34.607361,-118.559144
-13198645.55,4079751.795,1228,08FG0380,08-0673,2008/01/24 00:00:00+00,1133,Inland,Fresh Water,Yes,contained in a storm drain,Newhall,Los Angeles,34.378588,-118.565438
-13199087.48,4034747.396,1229,08FG0647,08-1076,2008/02/04 00:00:00+00,1850,Inland,Fresh Water,Yes,Storm Drain,Malibu,Los Angeles,34.044261,-118.569408
-13199545.12,4056805.884,1230,08FG1630,Aug-55,2008/03/01 00:00:00+00,1000,Inland,Fresh Water,Yes,storm drain,Winnetka,Los Angeles,34.208294,-118.573519
-13200115.64,4088705.015,1231,08FG2624,Aug-76,2008/08/09 00:00:00+00,1130,Inland,Fresh Water,Yes,storm drain,Santa Clarita,Los Angeles,34.444941,-118.578644
-13200133.22,4060806.692,1232,08FG1924,Aug-28,2008/06/01 00:00:00+00,1900,Inland,Fresh Water,Yes,Storm drain that leads to unknown location,Chatsworth,Los Angeles,34.238011,-118.578802
-13200252.67,4063391.941,1233,08FG3776,Aug-55,2008/11/30 00:00:00+00,500,Inland,Fresh Water,Yes,Storm Drain,Chatsworth,Los Angeles,34.257208,-118.579875
-13202680.32,4041745.595,1234,08FG3828,Aug-78,2008/12/04 00:00:00+00,1212,Inland,Fresh Water,Yes,Topanga Creek,Topanga,Los Angeles,34.096336,-118.601683
